	Factor 1	Factor 2	Index 1	Index 2	Result
11008	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	0	9	16.144582070011538
11009	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	1	9	14.322679969961824
11010	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	2	9	12.039467020189822
11011	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	3	9	9.154710487964746
11012	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	4	9	5.605075095152914
11013	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	0	16.171889761483797
11014	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Batch Size	6	4	5.9223304598258535
11015	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	4	3	28.205088147536106
11016	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	3	11.161490569504744
11017	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	1	6	8.43134442925511
11018	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	2	6	6.790341167802433
11019	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	3	6	5.486845943955942
11020	TCS @ MG Si Usage Factor	TCS @ MG Si Scrap Rate	0	8	13.35382430428654
11021	TCS @ MG Si Usage Factor	TCS @ MG Si Scrap Rate	4	8	18.093654221646865
11022	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	1	6	8.43134442925511
11023	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	2	6	6.790341167802433
11024	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	3	6	5.486845943955942
11025	TCS @ MG Si Usage Factor	TCS @ MG Si Scrap Rate	4	0	25.227544667835822
11026	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	7	0	17.056951856892418
11027	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	10	0	25.894869361312352
11028	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	0	4	20.73383994508577
11029	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	1	4	21.987602462514392
11030	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	2	4	24.09400465811368
11031	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	3	4	28.205088147536106
11032	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	9	4	5.605075095152914
11033	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	10	4	7.173563694823486
11034	TCS @ MG Si Scrap Rate	Siemens CVD @ Hydrogen Scrap Rate	8	0	13.353824304286535
11035	TCS @ MG Si Scrap Rate	Siemens CVD @ Installation Cost Factor	7	1	6.74813196722836
11036	TCS @ MG Si Scrap Rate	TCS @ MG Si Usage Factor	6	8	15.493981672616401
11037	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Hydrogen Scrap Rate	7	5	12.57089888455432
11038	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	0	16.171889761483797
11039	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	1	0	30.75582537087089
11040	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	2	0	30.344743392363558
11041	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	3	0	30.018209370048872
11042	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	4	0	29.758834176526218
11043	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	5	0	29.55280513692411
11044	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	6	0	29.389150453595022
11045	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	7	0	29.259154917881865
11046	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	8	0	29.1558957934768
11047	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	9	0	29.073874155468946
11048	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	10	0	29.00872205254098
11049	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	1	6	8.43134442925511
11050	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	2	6	6.790341167802431
11051	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	3	6	5.486845943955942
11052	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Batch Size	6	0	10.497245135935003
11053	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	1	1	30.705207337323298
11054	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	2	1	28.421994387551305
11055	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	3	1	25.537237855326218
11056	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	4	1	21.987602462514392
11057	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	2	12.464985793351238
11058	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	1	6	8.43134442925511
11059	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	2	6	6.790341167802431
11060	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	3	6	5.486845943955942
11061	TCS @ MG Si Price	TCS @ MG Si Scrap Rate	4	6	6.823742102009
11062	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	8	4	12.777438324938213
11063	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	5	9.30363762439443
11064	Etch Filaments @ Fraction Virgin Filament	Ingot Growth @ Poly Si Material Scrap Rate	9	6	17.016202750226306
11065	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	0	16.171889761483797
11066	Siemens CVD @ Hydrogen Price	Etch Filaments @ Fraction Virgin Filament	5	0	28.82157784281497
11067	Siemens CVD @ Hydrogen Price	Etch Filaments @ Fraction Virgin Filament	6	0	28.58837020097014
11068	Siemens CVD @ Hydrogen Price	Etch Filaments @ Fraction Virgin Filament	7	0	28.403126786499325
11069	Siemens CVD @ Hydrogen Price	Etch Filaments @ Fraction Virgin Filament	8	0	28.255982712088414
11070	Siemens CVD @ Hydrogen Price	Etch Filaments @ Fraction Virgin Filament	9	0	28.139102019211467
11071	Siemens CVD @ Hydrogen Price	Etch Filaments @ Fraction Virgin Filament	10	0	28.046260384765173
11072	Siemens CVD @ Cycle Time	TCS @ MG Si Scrap Rate	0	9	16.144582070011534
11073	Siemens CVD @ Cycle Time	TCS @ MG Si Scrap Rate	1	9	14.280710894560109
11074	Siemens CVD @ Cycle Time	TCS @ MG Si Scrap Rate	6	9	10.441742648079053
11075	Siemens CVD @ Cycle Time	TCS @ MG Si Scrap Rate	7	9	10.212054238515053
11076	Siemens CVD @ Cycle Time	TCS @ MG Si Scrap Rate	8	9	9.554873676086027
11077	Siemens CVD @ Cycle Time	TCS @ MG Si Scrap Rate	9	9	9.409950087129644
11078	Siemens CVD @ Cycle Time	TCS @ MG Si Scrap Rate	10	9	9.294833188544017
11079	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	1	5	14.105989054803915
11080	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	2	5	12.464985793351238
11081	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	3	5	11.161490569504744
11082	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	5	5	9.30363762439443
11083	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	6	5	8.650342459108444
11084	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	7	5	8.13141166371292
11085	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	8	5	7.719210281062323
11086	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	9	5	7.3917870844305655
11087	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	10	5	7.131705594642284
11088	TCS @ MG Si Usage Factor	TCS @ MG Si Scrap Rate	0	8	13.35382430428654
11089	TCS @ MG Si Usage Factor	TCS @ MG Si Scrap Rate	4	8	18.093654221646865
11090	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	0	3	24.283475337897602
11091	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	1	3	25.537237855326218
11092	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	2	3	27.643640050925498
11093	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	9	3	9.154710487964746
11094	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	10	3	10.723199087635317
11095	TCS @ MG Si Scrap Rate	Siemens CVD @ Installation Cost Factor	7	9	5.066180751826416
11096	TCS @ MG Si Scrap Rate	TCS @ MG Si Usage Factor	6	6	12.139785222297174
11097	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Batch Size	6	0	10.497245135935003
11098	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Hydrogen Scrap Rate	7	3	5.0959492317849255
11099	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	4	3	28.205088147536106
11100	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	0	16.171889761483797
11101	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	1	6	7.008469747411209
11102	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	2	6	5.3056666274382245
11103	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	6	2	28.93067221103981
11104	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	7	2	28.700983801475807
11105	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	8	2	28.043803239046785
11106	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	9	2	27.8988796500904
11107	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	10	2	27.78376275150477
11108	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	9	0	16.144582070011538
11109	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	10	0	17.71307066968211
11110	TCS @ MG Si Scrap Rate	Siemens CVD @ Hydrogen Scrap Rate	8	0	13.353824304286535
11111	TCS @ MG Si Scrap Rate	Siemens CVD @ Installation Cost Factor	7	8	5.148202389834268
11112	TCS @ MG Si Scrap Rate	Siemens CVD @ Installation Cost Factor	7	0	7.265653516301858
11113	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	9	0	16.144582070011538
11114	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	10	0	17.71307066968211
11115	TCS @ MG Si Scrap Rate	Siemens CVD @ Hydrogen Scrap Rate	8	2	14.222201332865932
11116	TCS @ MG Si Scrap Rate	Siemens CVD @ Installation Cost Factor	7	1	6.74813196722836
11117	TCS @ MG Si Scrap Rate	TCS @ MG Si Usage Factor	6	9	16.67345087128479
11118	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	1	2	23.685758721821895
11119	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	2	2	21.98693204660431
11120	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	3	2	28.14912081509359
11121	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	4	2	27.187535757538914
11122	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	5	2	26.88030168753781
11123	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	6	2	26.68639917507293
11124	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	7	2	26.564142018534717
11125	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	8	2	26.487002967701674
11126	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	9	2	26.438331517032328
11127	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	10	2	26.407621907766014
11128	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	3	4	22.513955141197386
11129	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	4	4	24.37677303624022
11130	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	5	4	29.988904793966785
11131	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	7	4	6.517444882033797
11132	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	10	4	15.355362386453724
11133	Siemens CVD @ Hydrogen Scrap Rate	TCS @ MG Si Scrap Rate	8	0	23.030144642903746
11134	Siemens CVD @ Hydrogen Scrap Rate	TCS @ MG Si Scrap Rate	9	0	24.95977614321943
11135	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	1	0	29.207446213264515
11136	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	2	0	27.56644295181183
11137	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	3	0	26.26294772796534
11138	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	5	0	24.405094782855024
11139	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	6	0	23.75179961756904
11140	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	7	0	23.23286882217351
11141	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	8	0	22.820667439522914
11142	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	9	0	22.49324424289116
11143	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	10	0	22.233162753102874
11144	TCS @ MG Si Usage Factor	TCS @ MG Si Scrap Rate	0	8	13.35382430428654
11145	TCS @ MG Si Usage Factor	TCS @ MG Si Scrap Rate	4	8	18.093654221646865
11146	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Batch Size	6	3	6.855351661137467
11147	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	2	2	30.528396583150577
11148	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	3	2	27.643640050925498
11149	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	4	2	24.09400465811368
11150	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	1	14.105989054803915
11151	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	1	6	8.43134442925511
11152	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	2	6	6.790341167802433
11153	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	3	6	5.486845943955942
11154	Siemens CVD @ Capital Investment	TCS @ MG Si Scrap Rate	1	0	30.59900065903044
11155	Siemens CVD @ Capital Investment	TCS @ MG Si Scrap Rate	2	0	30.06334838400573
11156	Siemens CVD @ Capital Investment	TCS @ MG Si Scrap Rate	3	0	29.63786465795932
11157	Siemens CVD @ Capital Investment	TCS @ MG Si Scrap Rate	4	0	29.29989092094496
11158	Siemens CVD @ Capital Investment	TCS @ MG Si Scrap Rate	5	0	29.031428839039172
11159	TCS @ Installation Cost Factor	TCS @ MG Si Scrap Rate	9	1	30.956057462747697
11160	TCS @ Installation Cost Factor	TCS @ MG Si Scrap Rate	10	1	30.909520246370587
11161	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	9	0	16.144582070011538
11162	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	10	0	17.71307066968211
11163	TCS @ MG Si Scrap Rate	Siemens CVD @ Installation Cost Factor	7	7	5.2514615142393355
11164	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	4	3	28.205088147536106
11165	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	5	9.30363762439443
11166	Ingot Growth @ Ingot Length	Etch Filaments @ Fraction Virgin Filament	2	6	7.156294468152762
11167	Ingot Growth @ Ingot Length	Etch Filaments @ Fraction Virgin Filament	3	6	6.504767284618519
11168	Ingot Growth @ Ingot Length	Etch Filaments @ Fraction Virgin Filament	4	6	5.513164743176549
11169	Ingot Growth @ Ingot Length	TCS @ MG Si Scrap Rate	1	0	29.23297313127245
11170	Ingot Growth @ Ingot Length	TCS @ MG Si Scrap Rate	5	0	25.418931042280803
11171	Ingot Growth @ Ingot Length	TCS @ MG Si Scrap Rate	6	0	25.094821577786973
11172	Ingot Growth @ Ingot Length	TCS @ MG Si Scrap Rate	7	0	24.837560829642268
11173	Ingot Growth @ Ingot Length	TCS @ MG Si Scrap Rate	8	0	24.09940127945923
11174	Ingot Growth @ Ingot Length	TCS @ MG Si Scrap Rate	9	0	23.937259153394056
11175	Ingot Growth @ Ingot Length	TCS @ MG Si Scrap Rate	10	0	23.80851719858213
11176	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	3	5	17.952004957595417
11177	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	4	5	19.814822852638255
11178	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	5	5	25.42695461036482
11179	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	10	5	10.79341220285176
11180	Siemens CVD @ Hydrogen Scrap Rate	TCS @ MG Si Scrap Rate	0	8	13.353824304286535
11181	Siemens CVD @ Hydrogen Scrap Rate	TCS @ MG Si Scrap Rate	1	8	13.692529550928759
11182	Siemens CVD @ Hydrogen Scrap Rate	TCS @ MG Si Scrap Rate	2	8	14.222201332865932
11183	Siemens CVD @ Hydrogen Scrap Rate	TCS @ MG Si Scrap Rate	8	8	5.1106220272458875
11184	Siemens CVD @ Hydrogen Scrap Rate	TCS @ MG Si Scrap Rate	9	8	7.040253527561567
11185	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	1	0	27.79241211170617
11186	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	2	0	26.09455606344935
11187	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	0	9	16.144582070011538
11188	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	3	9	9.660191252132831
11189	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	4	9	8.698606194578158
11190	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	5	9	8.39137212457706
11191	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	6	9	8.197469612112172
11192	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	7	9	8.075212455573965
11193	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	8	9	7.998073404740916
11194	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	9	9	7.949401954071575
11195	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	10	9	7.918692344805247
11196	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	4	8	12.777438324938213
11197	TCS @ MG Si Scrap Rate	Siemens CVD @ Installation Cost Factor	7	0	7.265653516301858
11198	TCS @ MG Si Scrap Rate	TCS @ MG Si Usage Factor	6	6	12.139785222297174
11199	Ingot Growth @ Ingot Length	Etch Filaments @ Fraction Virgin Filament	2	0	27.940236832447724
11200	Ingot Growth @ Ingot Length	Etch Filaments @ Fraction Virgin Filament	3	0	27.291466709533964
11201	Ingot Growth @ Ingot Length	Etch Filaments @ Fraction Virgin Filament	4	0	26.302054179187678
11202	Ingot Growth @ Ingot Length	TCS @ MG Si Scrap Rate	1	0	29.23297313127245
11203	Ingot Growth @ Ingot Length	TCS @ MG Si Scrap Rate	5	0	25.418931042280803
11204	Ingot Growth @ Ingot Length	TCS @ MG Si Scrap Rate	6	0	25.094821577786973
11205	Ingot Growth @ Ingot Length	TCS @ MG Si Scrap Rate	7	0	24.837560829642268
11206	Ingot Growth @ Ingot Length	TCS @ MG Si Scrap Rate	8	0	24.09940127945923
11207	Ingot Growth @ Ingot Length	TCS @ MG Si Scrap Rate	9	0	23.937259153394056
11208	Ingot Growth @ Ingot Length	TCS @ MG Si Scrap Rate	10	0	23.80851719858213
11209	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	9	0	16.144582070011538
11210	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	10	0	17.71307066968211
11211	TCS @ MG Si Scrap Rate	Siemens CVD @ Hydrogen Scrap Rate	8	5	22.608889153167553
11212	TCS @ MG Si Scrap Rate	Siemens CVD @ Installation Cost Factor	7	5	5.545111733281576
11213	TCS @ MG Si Scrap Rate	TCS @ MG Si Usage Factor	6	6	12.139785222297174
11214	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	1	3	22.21757463121771
11215	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	2	3	20.576571369765038
11216	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	3	3	19.273076145918537
11217	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	5	3	17.415223200808228
11218	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	6	3	16.761928035522242
11219	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	7	3	16.242997240126716
11220	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	8	3	15.83079585747612
11221	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	9	3	15.503372660844365
11222	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	10	3	15.24329117105608
11223	TCS @ MG Si Usage Factor	TCS @ MG Si Scrap Rate	4	0	25.227544667835822
11224	TCS @ MG Si Usage Factor	TCS @ MG Si Scrap Rate	4	0	25.227544667835822
11225	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	1	0	29.451444819894682
11226	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	2	0	27.168231870122675
11227	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	3	0	24.283475337897602
11228	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	4	0	20.73383994508577
11229	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	6	8.650342459108444
11230	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	0	4	20.73383994508577
11231	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	1	4	21.987602462514392
11232	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	2	4	24.09400465811368
11233	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	3	4	28.205088147536106
11234	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	9	4	5.605075095152914
11235	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	10	4	7.173563694823486
11236	TCS @ MG Si Scrap Rate	Siemens CVD @ Hydrogen Scrap Rate	8	4	16.996757395440987
11237	TCS @ MG Si Scrap Rate	Siemens CVD @ Installation Cost Factor	7	8	5.148202389834268
11238	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	1	0	27.79241211170617
11239	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	2	0	26.09455606344935
11240	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	2	7	6.675998748701212
11241	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	3	7	10.787082238123642
11242	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	4	7	21.80317461842453
11243	TCS @ MG Si Scrap Rate	Siemens CVD @ Hydrogen Scrap Rate	8	2	14.222201332865932
11244	TCS @ MG Si Scrap Rate	Siemens CVD @ Installation Cost Factor	7	4	5.751140772883688
11245	TCS @ MG Si Scrap Rate	TCS @ MG Si Usage Factor	6	8	15.493981672616401
11246	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	1	5	14.105989054803915
11247	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	2	5	12.464985793351238
11248	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	3	5	11.161490569504744
11249	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	5	5	9.30363762439443
11250	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	6	5	8.650342459108444
11251	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	7	5	8.13141166371292
11252	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	8	5	7.719210281062323
11253	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	9	5	7.3917870844305655
11254	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	10	5	7.131705594642284
11255	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	1	5	12.685267900645414
11256	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	2	5	10.983823564782076
11257	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	0	7	7.265653516301862
11258	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	0	8	13.35382430428654
11259	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	3	8	6.8694334864078295
11260	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	4	8	5.9078484288531605
11261	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	5	8	5.600614358852061
11262	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	6	8	5.406711846387173
11263	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	7	8	5.284454689848965
11264	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	8	8	5.207315639015917
11265	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	9	8	5.158644188346575
11266	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	10	8	5.1279345790802475
11267	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	1	4	17.248928692092164
11268	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	2	4	15.548563676812007
11269	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	0	9	16.144582070011538
11270	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	3	9	9.660191252132831
11271	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	4	9	8.698606194578158
11272	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	5	9	8.39137212457706
11273	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	6	9	8.197469612112172
11274	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	7	9	8.075212455573965
11275	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	8	9	7.998073404740916
11276	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	9	9	7.949401954071575
11277	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	10	9	7.918692344805247
11278	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	2	2	30.528396583150577
